<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
04/12/18,113550,113580,113550,113570
04/12/18,113570,113590,113540,113550
04/12/18,113530,113560,113500,113550
04/12/18,113550,113550,113460,113480
04/12/18,113490,113510,113460,113490
04/12/18,113490,113510,113440,113490
04/12/18,113490,113500,113430,113440
04/12/18,113440,113440,113230,113310
04/12/18,113310,113320,113250,113300
04/12/18,113310,113310,113180,113280
04/12/18,113280,113380,113260,113370
04/12/18,113370,113440,113360,113440
04/12/18,113430,113460,113380,113440
04/12/18,113420,113460,113380,113460
04/12/18,113460,113490,113430,113490
04/12/18,113470,113490,113390,113430
04/12/18,113430,113460,113390,113450
04/12/18,113460,113460,113410,113420
04/12/18,113420,113440,113300,113320
04/12/18,113310,113350,113300,113320
04/12/18,113330,113340,113300,113320
04/12/18,113320,113430,113310,113370
04/12/18,113380,113470,113350,113450
04/12/18,113440,113500,113430,113500
04/12/18,113490,113520,113460,113490
04/12/18,113490,113530,113480,113530
04/12/18,113530,113560,113510,113530
04/12/18,113520,113550,113480,113490
04/12/18,113490,113520,113480,113500
04/12/18,113500,113530,113470,113510
04/12/18,113500,113590,113490,113540
04/12/18,113550,113560,113490,113490
04/12/18,113500,113540,113470,113470
04/12/18,113480,113570,113470,113560
04/12/18,113560,113610,113540,113590
04/12/18,113590,113610,113570,113570
04/12/18,113580,113610,113570,113600
04/12/18,113600,113650,113600,113640
04/12/18,113640,113650,113600,113630
04/12/18,113630,113640,113600,113600
04/12/18,113600,113610,113580,113600
04/12/18,113590,113640,113590,113610
04/12/18,113610,113610,113580,113590
04/12/18,113590,113610,113560,113590
04/12/18,113590,113600,113560,113560
04/12/18,113570,113590,113560,113580
04/12/18,113580,113600,113560,113560
04/12/18,113560,113600,113550,113590
04/12/18,113600,113600,113580,113580
04/12/18,113580,113640,113580,113610
04/12/18,113620,113630,113580,113590
04/12/18,113590,113600,113510,113520
04/12/18,113520,113550,113510,113520
04/12/18,113510,113550,113490,113530
04/12/18,113540,113560,113520,113540
04/12/18,113530,113550,113470,113490
04/12/18,113500,113510,113470,113490
04/12/18,113490,113510,113480,113500
04/12/18,113510,113540,113470,113530
04/12/18,113530,113560,113520,113560
04/12/18,113550,113550,113510,113540
04/12/18,113540,113540,113520,113530
04/12/18,113540,113560,113530,113550
04/12/18,113550,113560,113520,113540
04/12/18,113550,113550,113520,113530
04/12/18,113540,113540,113510,113520
04/12/18,113520,113570,113500,113500
04/12/18,113510,113580,113500,113570
04/12/18,113560,113590,113530,113560
04/12/18,113570,113590,113540,113560
04/12/18,113570,113580,113540,113550
04/12/18,113560,113590,113560,113560
04/12/18,113560,113570,113550,113570
04/12/18,113570,113620,113570,113610
04/12/18,113610,113630,113570,113600
04/12/18,113600,113600,113560,113590
04/12/18,113590,113590,113570,113590
04/12/18,113590,113610,113580,113580
04/12/18,113580,113590,113570,113570
04/12/18,113560,113580,113560,113560
04/12/18,113580,113610,113570,113610
04/12/18,113620,113640,113600,113630
04/12/18,113630,113640,113600,113610
04/12/18,113620,113630,113600,113630
04/12/18,113640,113650,113610,113650
04/12/18,113640,113650,113610,113610
04/12/18,113610,113610,113550,113550
04/12/18,113570,113580,113540,113570
04/12/18,113560,113560,113500,113510
04/12/18,113510,113570,113500,113520
04/12/18,113540,113540,113490,113530
04/12/18,113530,113550,113500,113550
04/12/18,113550,113550,113510,113550
04/12/18,113540,113590,113530,113570
04/12/18,113560,113570,113560,113570
04/12/18,113550,113550,113500,113530
04/12/18,113530,113550,113510,113530
04/12/18,113530,113540,113510,113530
04/12/18,113510,113550,113510,113550
04/12/18,113560,113570,113510,113510
04/12/18,113510,113510,113470,113470
04/12/18,113470,113500,113470,113490
04/12/18,113500,113560,113490,113550
04/12/18,113550,113600,113550,113560
04/12/18,113550,113570,113520,113550
04/12/18,113540,113540,113510,113530
04/12/18,113530,113530,113490,113490
04/12/18,113490,113500,113480,113490
04/12/18,113490,113520,113420,113500
04/12/18,113470,113480,113440,113480
04/12/18,113470,113490,113440,113460
04/12/18,113450,113460,113390,113420
04/12/18,113420,113430,113360,113390
04/12/18,113390,113440,113380,113430
04/12/18,113430,113440,113330,113340
04/12/18,113350,113380,113330,113360
04/12/18,113340,113350,113310,113350
04/12/18,113350,113360,113320,113350
04/12/18,113350,113390,113320,113370
04/12/18,113360,113370,113320,113330
04/12/18,113320,113340,113300,113310
04/12/18,113310,113380,113300,113380
04/12/18,113360,113410,113350,113410
04/12/18,113410,113470,113390,113460
04/12/18,113470,113470,113410,113420
04/12/18,113420,113440,113400,113430
04/12/18,113420,113420,113360,113410
04/12/18,113390,113410,113370,113380
04/12/18,113400,113400,113350,113400
04/12/18,113400,113410,113350,113370
04/12/18,113370,113460,113340,113450
04/12/18,113450,113470,113390,113410
04/12/18,113420,113490,113410,113450
04/12/18,113450,113500,113440,113500
04/12/18,113510,113530,113480,113500
04/12/18,113500,113530,113410,113450
04/12/18,113460,113530,113420,113530
04/12/18,113530,113540,113440,113440
